matchid,season,Date,Time,HomeTeam,AwayTeam,league,FTHG,FTAG,FTgoals,HTHG,HTAG,htgoals,HS,AS,HST,AST,totalshotontarget,HF,AF,HC,AC,total corner,HY,AY,HR,AR,round,home_team_rank,away_team_rank,homeform,awayform,home_team_rolling_avg_goals_conceded,away_team_rolling_avg_goals_conceded,home_team_rolling_avg_goals,away_team_rolling_avg_goals,home_rankclass,away_rankclass,homeform_class,awayform_class,hometeamplayingstyle,awayteamplayingstyle,hometeamrating,awayteamrating,homeratingclass,awayratingclass,versusplayingstyle,versusteamrating,versustableclass,versusformclass,fifatopteamlocation,Month,goalcycle,home_goal_class,away_conceded_class,home_goal_away_conceded_class,overtwo,,odds,stake,capital,return,actual return ,market movement
Match-6121,2022/2023,23/10/2022,14:00,Southampton,Arsenal,EPL,1,1,2,0,1,1,10,12,3,3,6,11,8,9,4,13,2,1,0,0,12,15,1,1,2.7,1.5,1.17,0.5,2.17,bottom,topfour,low,top,possessionplay,compactplay,74,83,low,top,possessionplayVcompactplay,lowVtop,bottomVeurospot,midVmid,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-53758
Match-6122,2022/2023,23/10/2022,14:00,Wolves,Leicester,EPL,0,4,4,0,2,2,21,5,5,4,9,10,13,9,2,11,2,1,0,0,12,18,20,0.818181818,0.727272727,1.67,2.17,0.5,1.83,bottom,bottom,low,low,possessionplay,compactplay,77,75,mid,low,possessionplayVcompactplay,midVlow,eurospotVmidtable,midVmid,Home,,,High,Low,HighVLow,0,loss,0,200,10000,0,-200,-53958
Match-6123,2022/2023,23/10/2022,16:30,Tottenham,Newcastle,EPL,1,2,3,0,2,2,17,13,5,5,10,12,6,6,7,13,4,2,0,0,12,3,6,2.090909091,1.636363636,1.33,0.5,2,1.83,topfour,eurospot,top,mid,possessionplay,compactplay,81,83,mid,top,possessionplayVcompactplay,midVtop,topfourVmidtable,midVmid,Away,,,Low,High,LowVHigh,0,loss,0,200,10000,0,-200,-54158
Match-6124,2022/2023,24/10/2022,20:00,West Ham,Bournemouth,EPL,2,0,2,1,0,1,20,5,4,3,7,9,11,5,0,5,0,2,0,0,12,14,13,1,1.181818182,1,1.17,1.17,1.33,midtable,midtable,low,mid,directplay,highpressing,79,73,mid,low,directplayVhighpressing,midVlow,eurospotVbottom,midVmid,Home,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-54044
Match-6125,2022/2023,29/10/2022,12:30,Leicester,Man City,EPL,0,1,1,0,0,0,10,15,5,5,10,5,10,3,10,13,0,0,0,0,12,20,2,0.916666667,2.363636364,1.33,1,2.17,2.83,bottom,topfour,low,top,compactplay,possessionplay,75,85,low,top,compactplayVpossessionplay,lowVtop,midtableVtopfour,midVtop,Away,,,Low,High,LowVHigh,1,win,1.57,200,10000,314,114,-53930
Match-6126,2022/2023,29/10/2022,15:00,Bournemouth,Tottenham,EPL,2,3,5,1,0,1,6,23,4,7,11,10,5,2,19,21,1,2,0,0,12,13,3,1.083333333,1.916666667,1.17,1.5,0.83,1.83,midtable,topfour,mid,mid,highpressing,possessionplay,73,81,low,mid,highpressingVpossessionplay,lowVmid,bottomVtopfour,midVmid,Away,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,-54130
Match-6127,2022/2023,29/10/2022,15:00,Brentford,Wolves,EPL,1,1,2,0,0,0,12,14,3,4,7,10,17,3,6,9,3,3,0,1,12,10,18,1.166666667,0.75,2,2.33,0.5,0.33,midtable,bottom,mid,low,compactplay,possessionplay,75,77,low,mid,compactplayVpossessionplay,lowVmid,midtableVeurospot,midVmid,Away,,,High,Low,HighVLow,1,win,1.57,200,10000,314,114,-54016
Match-6128,2022/2023,29/10/2022,15:00,Brighton,Chelsea,EPL,4,1,5,3,0,3,19,15,9,7,16,16,6,8,7,15,1,2,0,0,12,8,4,1.363636364,1.909090909,1.83,0.5,1.5,1.67,eurospot,topfour,mid,mid,highpressing,compactplay,77,79,mid,mid,highpressingVcompactplay,midVmid,midtableVtopfour,midVmid,tough,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,-54216
Match-6129,2022/2023,29/10/2022,15:00,Crystal Palace,Southampton,EPL,1,0,1,1,0,1,12,14,3,4,7,13,12,8,4,12,3,3,0,0,13,13,16,1.181818182,1,1.17,1.5,0.83,0.67,midtable,bottom,mid,low,directplay,possessionplay,75,74,low,low,directplayVpossessionplay,lowVlow,midtableVbottom,midVmid,tough,,,High,Mid,HighVMid,1,win,1.57,200,10000,314,114,-54102
Match-6130,2022/2023,29/10/2022,15:00,Newcastle,Aston Villa,EPL,4,0,4,1,0,1,20,3,7,0,7,11,11,3,0,3,1,1,0,0,13,4,15,1.75,1,0.67,1,2.17,1,topfour,bottom,mid,low,compactplay,highpressing,83,81,top,mid,compactplayVhighpressing,topVmid,midtableVmidtable,midVmid,Home,,,Low,High,LowVHigh,0,loss,0,200,10000,0,-200,-54302
Match-6131,2022/2023,29/10/2022,17:30,Fulham,Everton,EPL,0,0,0,0,0,0,24,9,6,4,10,10,8,13,4,17,2,1,0,0,13,8,12,1.5,1.083333333,2.17,1,2.17,1.17,eurospot,midtable,mid,mid,directplay,compactplay,75,76,low,low,directplayVcompactplay,lowVlow,midtableVbottom,midVmid,tough,,,Low,High,LowVHigh,1,win,1.57,200,10000,314,114,-54188
Match-6132,2022/2023,29/10/2022,19:45,Liverpool,Leeds,EPL,1,2,3,1,1,2,22,14,10,6,16,9,3,14,5,19,0,1,0,0,13,9,19,1.454545455,0.818181818,1.17,2.17,1.17,0.83,midtable,bottom,mid,low,possessionplay,highpressing,83,73,top,top,possessionplayVhighpressing,topVtop,topfourVbottom,topVlow,tough,,,High,Low,HighVLow,0,loss,0,200,10000,0,-200,-54388
Match-6133,2022/2023,30/10/2022,14:00,Arsenal,Nott'm Forest,EPL,5,0,5,1,0,1,24,5,10,2,12,9,8,9,4,13,0,1,0,0,13,2,20,2.545454545,0.75,1.17,1.5,2,0.67,topfour,bottom,top,low,compactplay,compactplay,83,74,top,low,compactplayVcompactplay,topVlow,eurospotVbottom,midVlow,Home,,,Low,Mid,LowVMid,0,loss,0,200,10000,0,-200,-54588
Match-6134,2022/2023,30/10/2022,16:15,Man United,West Ham,EPL,1,0,1,1,0,1,16,13,3,5,8,12,10,5,10,15,1,3,0,0,13,6,11,1.818181818,1.166666667,1.5,0.67,1.83,1.33,eurospot,midtable,mid,mid,compactplay,directplay,81,79,mid,mid,compactplayVdirectplay,midVmid,eurospotVeurospot,midVmid,tough,,,Low,High,LowVHigh,1,win,1.57,200,10000,314,114,-54474
Match-6135,2022/2023,5/11/2022,15:00,Leeds,Bournemouth,EPL,4,3,7,1,2,3,18,9,4,6,10,16,10,13,3,16,2,2,0,0,13,19,14,1,1,1.5,1.5,0.83,1,bottom,midtable,low,low,highpressing,highpressing,73,73,top,low,highpressingVhighpressing,topVlow,bottomVbottom,lowVmid,Home,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,-54674
Match-6136,2022/2023,5/11/2022,15:00,Man City,Fulham,EPL,2,1,3,1,1,2,16,4,5,2,7,6,11,9,0,9,2,4,1,0,13,1,8,2.416666667,1.461538462,0.83,1.83,2.83,1.67,topfour,eurospot,top,mid,possessionplay,directplay,85,75,top,low,possessionplayVdirectplay,topVlow,topfourVmidtable,topVmid,Home,,,Low,Low,LowVLow,0,loss,0,200,10000,0,-200,-54874
Match-6137,2022/2023,5/11/2022,15:00,Nott'm Forest,Brentford,EPL,2,2,4,1,1,2,15,6,7,2,9,10,11,3,3,6,2,2,0,0,13,20,10,0.692307692,1.153846154,1.83,1.67,0.33,0.67,bottom,midtable,low,mid,compactplay,compactplay,74,75,low,low,compactplayVcompactplay,lowVlow,bottomVmidtable,lowVmid,tough,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,-55074
Match-6138,2022/2023,5/11/2022,15:00,Wolves,Brighton,EPL,2,3,5,2,2,4,8,19,5,8,13,15,11,4,9,13,2,0,1,0,13,18,7,0.769230769,1.5,2,1.67,0.5,1.33,bottom,eurospot,low,mid,possessionplay,highpressing,77,77,mid,mid,possessionplayVhighpressing,midVmid,eurospotVmidtable,midVmid,tough,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,-55274
Match-6139,2022/2023,5/11/2022,17:30,Everton,Leicester,EPL,0,2,2,0,1,1,12,22,2,8,10,9,5,8,3,11,0,0,0,0,14,13,18,1.076923077,0.846153846,1,0.5,1,1.83,midtable,bottom,mid,low,compactplay,compactplay,76,75,low,low,compactplayVcompactplay,lowVlow,bottomVmidtable,midVmid,tough,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-55160
Match-6140,2022/2023,6/11/2022,12:00,Chelsea,Arsenal,EPL,0,1,1,0,0,0,5,14,1,2,3,20,13,4,6,10,5,2,0,0,14,7,2,1.75,2.583333333,1,0.67,1.5,2.67,eurospot,topfour,mid,top,compactplay,compactplay,79,83,mid,top,compactplayVcompactplay,midVtop,topfourVeurospot,midVmid,Away,,,Mid,High,MidVHigh,1,win,1.57,200,10000,314,114,-55046
Match-6141,2022/2023,6/11/2022,14:00,Aston Villa,Man United,EPL,3,1,4,2,1,3,6,8,4,3,7,6,12,3,5,8,3,3,0,0,14,16,5,0.923076923,1.916666667,1.67,1.33,0.83,1.5,bottom,eurospot,low,mid,highpressing,compactplay,81,81,mid,mid,highpressingVcompactplay,midVmid,midtableVeurospot,midVmid,tough,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,-55246
Match-6142,2022/2023,6/11/2022,14:00,Southampton,Newcastle,EPL,1,4,5,0,1,1,16,7,5,4,9,7,10,8,2,10,1,0,0,0,14,17,4,0.923076923,1.846153846,1.5,0.5,0.67,2.67,bottom,topfour,low,mid,possessionplay,compactplay,74,83,low,top,possessionplayVcompactplay,lowVtop,bottomVmidtable,midVmid,Away,,,High,High,HighVHigh,0,loss,0,200,10000,0,-200,-55446
Match-6143,2022/2023,6/11/2022,14:00,West Ham,Crystal Palace,EPL,1,2,3,1,1,2,5,15,2,6,8,10,7,2,5,7,1,1,0,0,14,14,11,1.076923077,1.333333333,0.67,1.17,1.33,1,midtable,midtable,mid,mid,directplay,directplay,79,75,mid,low,directplayVdirectplay,midVlow,eurospotVmidtable,midVmid,Home,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,-55646
Match-6144,2022/2023,6/11/2022,16:30,Tottenham,Liverpool,EPL,1,2,3,0,2,2,14,13,5,6,11,10,8,5,3,8,0,0,0,0,14,3,9,2,1.333333333,1.5,1.5,1.33,1.33,topfour,midtable,mid,mid,possessionplay,possessionplay,81,83,mid,top,possessionplayVpossessionplay,midVtop,topfourVtopfour,midVtop,Away,,,Mid,Mid,MidVMid,0,loss,0,200,10000,0,-200,-55846
Match-6145,2022/2023,12/11/2022,12:30,Man City,Brentford,EPL,1,2,3,1,1,2,29,10,6,8,14,9,7,10,2,12,2,2,0,0,14,1,10,2.461538462,1.142857143,1,2,2.67,1,topfour,midtable,top,mid,possessionplay,compactplay,85,75,top,low,possessionplayVcompactplay,topVlow,topfourVmidtable,topVmid,Home,,,Low,Low,LowVLow,0,loss,0,200,10000,0,-200,-56046
Match-6146,2022/2023,12/11/2022,15:00,Bournemouth,Everton,EPL,3,0,3,2,0,2,16,15,9,3,12,12,8,3,5,8,2,0,0,0,14,15,13,0.928571429,1,2.17,1.17,1.5,0.67,bottom,midtable,low,low,highpressing,compactplay,73,76,low,low,highpressingVcompactplay,lowVlow,bottomVbottom,midVmid,tough,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,-56246
Match-6147,2022/2023,12/11/2022,15:00,Liverpool,Southampton,EPL,3,1,4,3,1,4,15,9,7,5,12,8,8,6,0,6,0,2,0,0,14,9,17,1.461538462,0.857142857,1.17,1.83,1.17,0.67,midtable,bottom,mid,low,possessionplay,possessionplay,83,74,top,low,possessionplayVpossessionplay,topVlow,topfourVbottom,topVmid,Home,,,High,Low,HighVLow,0,loss,0,200,10000,0,-200,-56446
Match-6148,2022/2023,12/11/2022,15:00,Nott'm Forest,Crystal Palace,EPL,1,0,1,0,0,0,9,8,2,0,2,11,13,1,5,6,1,4,0,0,14,20,11,0.714285714,1.461538462,1.5,1,0.67,1.17,bottom,midtable,low,mid,compactplay,directplay,74,75,low,low,compactplayVdirectplay,lowVlow,bottomVmidtable,lowVmid,tough,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-56332
Match-6149,2022/2023,12/11/2022,15:00,Tottenham,Leeds,EPL,4,3,7,1,2,3,14,12,8,5,13,8,7,9,2,11,1,1,0,1,15,4,13,1.857142857,1.153846154,1.33,2,1.33,1.5,topfour,midtable,mid,mid,possessionplay,highpressing,81,73,mid,top,possessionplayVhighpressing,midVtop,topfourVbottom,midVlow,Away,,,Mid,Low,MidVLow,0,loss,0,200,10000,0,-200,-56532
Match-6150,2022/2023,12/11/2022,15:00,West Ham,Leicester,EPL,0,2,2,0,1,1,18,9,6,6,12,9,8,7,2,9,3,1,0,0,15,16,15,1,1,1,0.5,1.17,1.5,bottom,bottom,low,low,directplay,compactplay,79,75,mid,low,directplayVcompactplay,midVlow,eurospotVmidtable,midVmid,Home,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-56418
Match-6151,2022/2023,12/11/2022,17:30,Newcastle,Chelsea,EPL,1,0,1,0,0,0,10,5,3,2,5,14,11,5,3,8,3,2,0,0,15,3,8,1.928571429,1.615384615,0.5,1,2.67,1.17,topfour,eurospot,mid,mid,compactplay,compactplay,83,79,top,mid,compactplayVcompactplay,topVmid,midtableVtopfour,midVmid,Home,,,Low,High,LowVHigh,1,win,1.57,200,10000,314,114,-56304
Match-6152,2022/2023,12/11/2022,19:45,Wolves,Arsenal,EPL,0,2,2,0,0,0,11,14,2,4,6,5,6,6,4,10,3,2,0,0,15,20,1,0.714285714,2.615384615,2.17,0.67,0.83,2.33,bottom,topfour,low,top,possessionplay,compactplay,77,83,mid,top,possessionplayVcompactplay,midVtop,eurospotVeurospot,midVmid,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-56190
Match-6153,2022/2023,13/11/2022,14:00,Brighton,Aston Villa,EPL,1,2,3,1,1,2,7,8,2,2,4,14,11,11,4,15,2,7,0,0,15,7,14,1.615384615,1.071428571,1.5,1.83,1.33,1.33,eurospot,midtable,mid,mid,highpressing,highpressing,77,81,mid,mid,highpressingVhighpressing,midVmid,midtableVmidtable,midVmid,tough,,,Mid,Low,MidVLow,0,loss,0,200,10000,0,-200,-56390
Match-6154,2022/2023,13/11/2022,16:30,Fulham,Man United,EPL,1,2,3,0,1,1,14,14,7,9,16,9,10,10,3,13,1,1,0,0,15,9,5,1.357142857,1.769230769,1.5,0.83,1.67,1.17,midtable,eurospot,mid,mid,directplay,compactplay,75,81,low,mid,directplayVcompactplay,lowVmid,midtableVeurospot,midVmid,Away,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,-56590
Match-6155,2022/2023,26/12/2022,12:30,Brentford,Tottenham,EPL,2,2,4,1,0,1,9,16,5,8,13,11,10,6,5,11,3,1,0,0,15,10,4,1.266666667,1.933333333,1.33,1.83,1.17,1.83,midtable,topfour,mid,mid,compactplay,possessionplay,75,81,low,mid,compactplayVpossessionplay,lowVmid,midtableVtopfour,midVmid,Away,,,High,Low,HighVLow,0,loss,0,200,10000,0,-200,-56790
Match-6156,2022/2023,26/12/2022,15:00,Crystal Palace,Fulham,EPL,0,3,3,0,1,1,4,23,0,11,11,12,15,1,8,9,0,0,2,0,15,11,9,1.357142857,1.266666667,1,1.33,0.83,1.67,midtable,midtable,mid,mid,directplay,directplay,75,75,low,low,directplayVdirectplay,lowVlow,midtableVmidtable,midVmid,tough,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,-56990
Match-6157,2022/2023,26/12/2022,15:00,Everton,Wolves,EPL,1,2,3,1,1,2,12,7,6,4,10,9,22,2,2,4,1,6,0,0,15,17,20,0.933333333,0.666666667,1.33,2,0.5,0.83,bottom,bottom,low,low,compactplay,possessionplay,76,77,low,mid,compactplayVpossessionplay,lowVmid,bottomVeurospot,midVmid,Away,,,High,Low,HighVLow,0,loss,0,200,10000,0,-200,-57190
Match-6158,2022/2023,26/12/2022,15:00,Leicester,Newcastle,EPL,0,3,3,0,3,3,8,12,2,5,7,9,6,5,5,10,0,0,0,0,15,15,3,1.133333333,2,0.17,0.33,1.67,2,bottom,topfour,mid,mid,compactplay,compactplay,75,83,low,top,compactplayVcompactplay,lowVtop,midtableVmidtable,midVmid,Away,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,-57390
Match-6159,2022/2023,26/12/2022,15:00,Southampton,Brighton,EPL,1,3,4,0,2,2,14,7,4,4,8,9,10,4,2,6,1,2,0,0,16,20,8,0.8,1.5,1.67,1.67,0.83,1.5,bottom,eurospot,low,mid,possessionplay,highpressing,74,77,low,mid,possessionplayVhighpressing,lowVmid,bottomVmidtable,midVmid,Away,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,-57590
Match-6160,2022/2023,26/12/2022,17:30,Aston Villa,Liverpool,EPL,1,3,4,0,2,2,12,16,6,9,15,7,12,0,6,6,0,0,0,0,16,12,6,1.2,1.571428571,1.83,0.83,1.5,1.33,midtable,eurospot,mid,mid,highpressing,possessionplay,81,83,mid,top,highpressingVpossessionplay,midVtop,midtableVtopfour,midVtop,Away,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,-57790
Match-6161,2022/2023,26/12/2022,20:00,Arsenal,West Ham,EPL,3,1,4,0,1,1,16,8,5,4,9,13,17,7,5,12,0,2,0,0,16,1,16,2.642857143,0.933333333,0.5,1.17,2.17,0.67,topfour,bottom,top,low,compactplay,directplay,83,79,top,mid,compactplayVdirectplay,topVmid,eurospotVeurospot,midVmid,Home,,,Low,High,LowVHigh,0,loss,0,200,10000,0,-200,-57990
Match-6162,2022/2023,27/12/2022,17:30,Chelsea,Bournemouth,EPL,2,0,2,2,0,2,15,9,5,4,9,8,10,6,8,14,0,0,0,0,16,9,14,1.5,1.066666667,1.17,2,0.67,1.67,midtable,midtable,mid,mid,compactplay,highpressing,79,73,mid,low,compactplayVhighpressing,midVlow,topfourVbottom,midVmid,Home,,,High,Low,HighVLow,1,win,1.57,200,10000,314,114,-57876
Match-6163,2022/2023,27/12/2022,20:00,Man United,Nott'm Forest,EPL,3,0,3,2,0,2,17,8,8,3,11,13,4,9,9,18,3,1,0,0,16,5,19,1.857142857,0.866666667,0.83,1.33,1.17,0.67,eurospot,bottom,mid,low,compactplay,compactplay,81,74,mid,low,compactplayVcompactplay,midVlow,eurospotVbottom,midVlow,Home,,,High,Mid,HighVMid,0,loss,0,200,10000,0,-200,-58076
Match-6164,2022/2023,28/12/2022,20:00,Leeds,Man City,EPL,1,3,4,0,1,1,9,26,1,9,10,11,14,3,5,8,3,3,0,0,16,15,3,1.071428571,2.285714286,2.33,0.83,1.83,1.83,bottom,topfour,mid,top,highpressing,possessionplay,73,85,top,top,highpressingVpossessionplay,topVtop,bottomVtopfour,lowVtop,tough,,,Low,High,LowVHigh,0,loss,0,200,10000,0,-200,-58276
Match-6165,2022/2023,30/12/2022,19:45,West Ham,Brentford,EPL,0,2,2,0,2,2,20,9,5,6,11,9,5,8,1,9,1,0,0,0,16,16,10,0.875,1.25,1.5,1.67,0.67,1.17,bottom,midtable,low,mid,directplay,compactplay,79,75,mid,low,directplayVcompactplay,midVlow,eurospotVmidtable,midVmid,Home,,,High,Mid,HighVMid,1,win,1.57,200,10000,314,114,-58162
Match-6166,2022/2023,30/12/2022,20:00,Liverpool,Leicester,EPL,2,1,3,2,1,3,21,7,5,2,7,8,15,4,5,9,0,1,0,0,16,6,13,1.666666667,1.0625,1,0.67,1.67,1.67,eurospot,midtable,mid,mid,possessionplay,compactplay,83,75,top,low,possessionplayVcompactplay,topVlow,topfourVmidtable,topVmid,Home,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,-58362
Match-6167,2022/2023,31/12/2022,12:30,Wolves,Man United,EPL,0,1,1,0,0,0,10,16,3,6,9,11,11,7,5,12,1,3,0,0,16,18,5,0.8125,1.933333333,2.17,0.83,1,1.67,bottom,eurospot,low,mid,possessionplay,compactplay,77,81,mid,mid,possessionplayVcompactplay,midVmid,eurospotVeurospot,midVmid,tough,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-58248
Match-6168,2022/2023,31/12/2022,15:00,Bournemouth,Crystal Palace,EPL,0,2,2,0,2,2,6,15,2,6,8,17,11,2,7,9,4,1,0,0,16,14,11,1,1.266666667,2,1.5,1.33,0.83,midtable,midtable,low,mid,highpressing,directplay,73,75,low,low,highpressingVdirectplay,lowVlow,bottomVmidtable,midVmid,tough,,,Mid,Mid,MidVMid,1,win,1.57,200,10000,314,114,-58134
Match-6169,2022/2023,31/12/2022,15:00,Fulham,Southampton,EPL,2,1,3,1,0,1,8,9,2,3,5,8,13,4,4,8,0,1,0,0,17,10,20,1.375,0.75,1,2,1.83,0.83,midtable,bottom,mid,low,directplay,possessionplay,75,74,low,low,directplayVpossessionplay,lowVlow,midtableVbottom,midVmid,tough,,,Low,Low,LowVLow,0,loss,0,200,10000,0,-200,-58334
Match-6170,2022/2023,31/12/2022,15:00,Man City,Everton,EPL,1,1,2,1,0,1,16,2,3,1,4,13,14,7,1,8,3,4,0,0,17,2,16,2.333333333,0.875,1,1.33,1.67,0.67,topfour,bottom,top,low,possessionplay,compactplay,85,76,top,low,possessionplayVcompactplay,topVlow,topfourVbottom,topVmid,Home,,,Mid,Mid,MidVMid,1,win,1.57,200,10000,314,114,-58220
Match-6171,2022/2023,31/12/2022,15:00,Newcastle,Leeds,EPL,0,0,0,0,0,0,16,8,5,1,6,13,19,9,3,12,3,5,0,0,17,3,15,2.0625,1,0.33,2.67,2.5,2,topfour,bottom,top,low,compactplay,highpressing,83,73,top,top,compactplayVhighpressing,topVtop,midtableVbottom,midVlow,tough,,,Low,Low,LowVLow,1,win,1.57,200,10000,314,114,-58106
Match-6172,2022/2023,31/12/2022,17:30,Brighton,Arsenal,EPL,2,4,6,0,2,2,9,14,5,7,12,7,11,7,4,11,3,3,0,0,17,7,1,1.6,2.666666667,1.5,0.33,2,2.17,eurospot,topfour,mid,top,highpressing,compactplay,77,83,mid,top,highpressingVcompactplay,midVtop,midtableVeurospot,midVmid,Away,,,Low,High,LowVHigh,0,loss,0,200,10000,0,-200,-58306
Match-6173,2022/2023,1/1/2023,14:00,Tottenham,Aston Villa,EPL,0,2,2,0,0,0,6,13,2,4,6,15,10,5,3,8,4,3,0,0,17,5,12,1.875,1.125,2.17,2,1.83,1.67,eurospot,midtable,mid,mid,possessionplay,highpressing,81,81,mid,mid,possessionplayVhighpressing,midVmid,topfourVmidtable,midVmid,tough,,,Low,Low,LowVLow,1,win,1.57,200,10000,314,114,-58192
Match-6174,2022/2023,1/1/2023,16:30,Nott'm Forest,Chelsea,EPL,1,1,2,0,1,1,12,7,5,2,7,16,14,1,2,3,2,2,0,0,17,19,8,0.8125,1.6,1.67,1.17,0.67,0.67,bottom,eurospot,low,mid,compactplay,compactplay,74,79,low,mid,compactplayVcompactplay,lowVmid,bottomVtopfour,lowVmid,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-58078
Match-6175,2022/2023,2/1/2023,17:30,Brentford,Liverpool,EPL,3,1,4,2,0,2,10,16,7,6,13,5,8,4,9,13,1,3,0,0,17,9,6,1.352941176,1.75,1.67,1.17,1.5,1.83,midtable,eurospot,mid,mid,compactplay,possessionplay,75,83,low,top,compactplayVpossessionplay,lowVtop,midtableVtopfour,midVtop,Away,,,Mid,High,MidVHigh,0,loss,0,200,10000,0,-200,-58278
Match-6176,2022/2023,3/1/2023,19:45,Arsenal,Newcastle,EPL,0,0,0,0,0,0,17,8,4,1,5,10,16,5,5,10,4,4,0,0,17,1,3,2.6875,2,0.67,0.33,2.67,2.33,topfour,topfour,top,mid,compactplay,compactplay,83,83,top,top,compactplayVcompactplay,topVtop,eurospotVmidtable,midVmid,tough,,,Low,High,LowVHigh,1,win,1.57,200,10000,314,114,-58164
Match-6177,2022/2023,3/1/2023,19:45,Everton,Brighton,EPL,1,4,5,0,1,1,10,19,4,8,12,8,10,5,2,7,3,1,0,0,17,16,7,0.882352941,1.5,1.33,2.17,0.83,2.33,bottom,eurospot,low,mid,compactplay,highpressing,76,77,low,mid,compactplayVhighpressing,lowVmid,bottomVmidtable,midVmid,Away,,,High,Low,HighVLow,0,loss,0,200,10000,0,-200,-58364
Match-6178,2022/2023,3/1/2023,19:45,Leicester,Fulham,EPL,0,1,1,0,1,1,15,11,6,2,8,12,11,6,3,9,2,6,0,0,17,13,10,1,1.470588235,1,1.17,1.5,1.67,midtable,midtable,low,mid,compactplay,directplay,75,75,low,low,compactplayVdirectplay,lowVlow,midtableVmidtable,midVmid,tough,,,Mid,High,MidVHigh,1,win,1.57,200,10000,314,114,-58250
Match-6179,2022/2023,3/1/2023,20:00,Man United,Bournemouth,EPL,3,0,3,1,0,1,18,7,6,4,10,13,7,6,5,11,0,3,0,0,18,4,15,2,0.941176471,0.83,2.17,1.5,1.33,topfour,bottom,mid,low,compactplay,highpressing,81,73,mid,low,compactplayVhighpressing,midVlow,eurospotVbottom,midVmid,Home,,,Mid,Low,MidVLow,0,loss,0,200,10000,0,-200,-58450
Match-6180,2022/2023,4/1/2023,19:30,Southampton,Nott'm Forest,EPL,0,1,1,0,1,1,8,11,0,1,1,14,17,6,2,8,2,2,0,0,18,20,18,0.705882353,0.823529412,2.33,1.83,0.83,0.83,bottom,bottom,low,low,possessionplay,compactplay,74,74,low,low,possessionplayVcompactplay,lowVlow,bottomVbottom,midVlow,tough,,,High,Low,HighVLow,1,win,1.57,200,10000,314,114,-58336
Match-6181,2022/2023,4/1/2023,19:45,Leeds,West Ham,EPL,2,2,4,1,1,2,14,15,6,2,8,11,18,8,1,9,3,1,0,0,18,14,17,1,0.823529412,2.33,1.67,2,0.67,midtable,bottom,low,low,highpressing,directplay,73,79,top,mid,highpressingVdirectplay,topVmid,bottomVeurospot,lowVmid,Home,,,Low,Mid,LowVMid,0,loss,0,200,10000,0,-200,-58536
Match-6182,2022/2023,4/1/2023,20:00,Aston Villa,Wolves,EPL,1,1,2,0,1,1,13,10,4,3,7,6,12,7,8,15,1,3,0,0,18,12,19,1.235294118,0.764705882,1.5,2,2,0.83,midtable,bottom,mid,low,highpressing,possessionplay,81,77,mid,mid,highpressingVpossessionplay,midVmid,midtableVeurospot,midVmid,tough,,,Low,Low,LowVLow,1,win,1.57,200,10000,314,114,-58422
Match-6183,2022/2023,4/1/2023,20:00,Crystal Palace,Tottenham,EPL,0,4,4,0,0,0,19,14,4,6,10,11,8,10,4,14,1,2,0,0,18,11,5,1.375,1.764705882,1.33,2.17,0.83,1.83,midtable,eurospot,mid,mid,directplay,possessionplay,75,81,low,mid,directplayVpossessionplay,lowVmid,midtableVtopfour,midVmid,Away,,,High,Low,HighVLow,0,loss,0,200,10000,0,-200,-58622
Match-6184,2022/2023,5/1/2023,20:00,Chelsea,Man City,EPL,0,1,1,0,0,0,8,12,2,3,5,9,9,3,2,5,2,0,0,0,18,10,2,1.5625,2.25,1.33,1,0.83,1.83,midtable,topfour,mid,top,compactplay,possessionplay,79,85,mid,top,compactplayVpossessionplay,midVtop,topfourVtopfour,midVtop,Away,,,High,High,HighVHigh,1,win,1.57,200,10000,314,114,-58508
